@relation r200

@attribute ST01 numeric
@attribute ST02 numeric
@attribute ST03 numeric
@attribute ST04 numeric
@attribute ST05 numeric
@attribute ST06 numeric
@attribute ST07 numeric
@attribute ST08 numeric
@attribute ST09 numeric
@attribute ST10 numeric
@attribute ST11 numeric
@attribute CT01 numeric
@attribute CT02 numeric
@attribute CT03 numeric
@attribute CT04 numeric
@attribute CT05 numeric
@attribute CT06 numeric
@attribute CT07 numeric
@attribute CT08 numeric
@attribute CT09 numeric
@attribute CT10 numeric
@attribute CT11 numeric
@attribute CT12 numeric
@attribute CT13 numeric
@attribute CT14 numeric
@attribute CT15 numeric
@attribute CT16 numeric
@attribute CT17 numeric
@attribute CT18 numeric
@attribute CT19 numeric
@attribute CT20 numeric
@attribute CT21 numeric
@attribute CT22 numeric
@attribute CT23 numeric
@attribute AT01 numeric
@attribute AT02 numeric
@attribute AT03 numeric
@attribute AT04 numeric
@attribute AT05 numeric
@attribute AT06 numeric
@attribute AT07 numeric
@attribute AT08 numeric
@attribute AT09 numeric
@attribute AT10 numeric
@attribute AT11 numeric
@attribute AT12 numeric
@attribute AT13 numeric
@attribute AT14 numeric
@attribute AT15 numeric
@attribute AT16 numeric
@attribute CB01 numeric
@attribute CB02 numeric
@attribute CB03 numeric
@attribute CB04 numeric
@attribute CB05 numeric
@attribute CB06 numeric
@attribute CB07 numeric
@attribute CB08 numeric
@attribute CB09 numeric
@attribute CB10 numeric
@attribute CB11 numeric
@attribute CB12 numeric
@attribute CB13 numeric
@attribute CB14 numeric
@attribute CB15 numeric
@attribute CB16 numeric
@attribute CB17 numeric
@attribute CB18 numeric
@attribute CB19 numeric
@attribute CB20 numeric
@attribute CB21 numeric
@attribute CB22 numeric
@attribute CB23 numeric
@attribute AB01 numeric
@attribute AB02 numeric
@attribute AB03 numeric
@attribute AB04 numeric
@attribute AB05 numeric
@attribute AB06 numeric
@attribute AB07 numeric
@attribute AB08 numeric
@attribute AB09 numeric
@attribute AB10 numeric
@attribute AB11 numeric
@attribute AB12 numeric
@attribute AB13 numeric
@attribute AB14 numeric
@attribute AB15 numeric
@attribute AB16 numeric
@attribute flag {InTrace,OutTrace}

@data
20,8,1,5,0,20,7,20,4,319,468,113,44,140,16,0,594,49,3,5,6,1,0,0,1,0,0,0,0,3,12,5,1,15,0.061,0.102,0.122,0.02,0,0,0.02,0,0,0,0,0.061,0.245,0.102,0.02,0.102,113,44,140,16,0,594,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,InTrace
14,8,4,7,0,15,15,14,6,319,468,4,3,3,5,0,79,10,1,2,1,1,0,1,0,0,0,0,0,1,5,0,0,1,0.1,0.2,0.1,0.1,0,0.1,0,0,0,0,0,0.1,0.5,0,0,0,0,1,32,7,0,337,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,InTrace
20,2,1,1,1,11,14,11,14,319,468,73,1,37,7,0,401,14,4,5,1,1,0,0,1,0,0,0,0,2,9,2,0,3,0.286,0.357,0.071,0.071,0,0,0.071,0,0,0,0,0.143,0.643,0.143,0,0.143,73,1,37,7,0,401,14,4,5,1,1,0,0,1,0,0,0,0,2,9,2,0,3,0.286,0.357,0.071,0.071,0,0,0.071,0,0,0,0,0.143,0.643,0.143,0,0.143,InTrace
20,2,1,1,1,20,11,20,11,319,468,113,44,140,16,0,594,9,1,2,2,0,0,0,0,0,0,0,0,0,3,2,0,3,0.111,0.222,0.222,0,0,0,0,0,0,0,0,0,0.333,0.222,0,0.222,113,44,140,16,0,594,9,1,2,2,0,0,0,0,0,0,0,0,0,3,2,0,3,0.111,0.222,0.222,0,0,0,0,0,0,0,0,0,0.333,0.222,0,0.222,InTrace
20,6,4,5,1,14,4,15,11,319,468,1,4,8,3,0,102,7,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0.286,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0.286,0.143,75,7,80,22,0,1077,4,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,InTrace
14,6,2,5,0,13,12,14,6,319,468,17,2,57,11,0,635,6,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0.167,0.167,0.167,0.167,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0,1,32,7,0,337,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,InTrace
14,3,2,2,1,19,4,15,12,319,468,12,4,3,8,0,66,42,0,10,5,2,2,0,0,0,0,0,0,9,4,2,9,21,0,0.238,0.119,0.048,0.048,0,0,0,0,0,0,0.214,0.095,0.048,0.214,0.048,75,7,80,22,0,1077,6,1,2,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0.167,0.333,0,0.167,0,0,0.167,0,0,0,0,0,0.5,0.167,0,0.167,InTrace
14,2,1,1,1,12,8,12,8,319,468,2,1,3,2,0,64,6,1,1,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0.167,0.167,0.167,0.167,0,0.167,0,0,0,0,0,0,0.167,0.333,0,0.333,2,1,3,2,0,64,6,1,1,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0.167,0.167,0.167,0.167,0,0.167,0,0,0,0,0,0,0.167,0.333,0,0.333,InTrace
20,2,1,1,1,20,6,20,6,319,468,27,20,57,17,0,432,5,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,27,20,57,17,0,432,5,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,InTrace
20,2,1,1,1,11,3,11,3,319,468,73,1,37,7,0,401,13,3,4,1,1,0,0,1,0,0,0,0,1,11,2,0,3,0.231,0.308,0.077,0.077,0,0,0.077,0,0,0,0,0.077,0.846,0.154,0,0.154,73,1,37,7,0,401,13,3,4,1,1,0,0,1,0,0,0,0,1,11,2,0,3,0.231,0.308,0.077,0.077,0,0,0.077,0,0,0,0,0.077,0.846,0.154,0,0.154,InTrace
20,2,1,1,1,17,7,17,7,319,468,13,7,37,10,0,244,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,13,7,37,10,0,244,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,InTrace
20,11,1,4,0,11,11,11,3,319,468,79,28,141,19,0,714,6,1,1,1,0,0,0,0,0,0,0,0,0,3,2,0,1,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0,0.5,0.333,0,0.333,79,28,141,19,0,714,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.667,0.333,0,0,0,0,0,0,0,0,0,0,0.667,0.333,0,0.333,InTrace
14,4,1,2,1,17,3,17,17,319,468,8,9,21,11,0,154,19,1,0,4,0,0,0,0,0,0,0,0,3,2,1,1,3,0.053,0,0.211,0,0,0,0,0,0,0,0,0.158,0.105,0.053,0.053,0.053,8,9,21,11,0,154,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,InTrace
14,2,1,1,1,12,7,12,7,319,468,27,3,26,12,0,252,18,1,5,2,2,0,2,0,0,0,0,0,4,4,1,1,2,0.056,0.278,0.111,0.111,0,0.111,0,0,0,0,0,0.222,0.222,0.056,0.056,0.056,27,3,26,12,0,252,18,1,5,2,2,0,2,0,0,0,0,0,4,4,1,1,2,0.056,0.278,0.111,0.111,0,0.111,0,0,0,0,0,0.222,0.222,0.056,0.056,0.056,InTrace
20,2,1,1,1,17,3,17,3,319,468,70,31,78,17,0,535,10,1,2,1,1,0,0,1,0,0,0,0,2,5,2,0,3,0.1,0.2,0.1,0.1,0,0,0.1,0,0,0,0,0.2,0.5,0.2,0,0.2,70,31,78,17,0,535,10,1,2,1,1,0,0,1,0,0,0,0,2,5,2,0,3,0.1,0.2,0.1,0.1,0,0,0.1,0,0,0,0,0.2,0.5,0.2,0,0.2,InTrace
20,2,1,1,1,17,13,17,13,319,468,12,5,16,8,0,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,5,16,8,0,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,InTrace
20,3,2,2,1,16,6,15,6,319,468,2,2,5,1,1,46,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0.333,0,0.333,0,0.333,1,0,5,2,0,86,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,InTrace
20,2,1,1,1,14,11,14,11,319,468,18,14,64,21,0,272,5,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,18,14,64,21,0,272,5,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,InTrace
20,3,1,1,1,22,6,22,6,319,468,3,1,13,3,0,67,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,13,3,0,67,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,InTrace
20,3,2,2,1,16,8,15,8,319,468,2,2,5,1,1,46,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0.333,0,0.333,0,0.333,1,0,5,2,0,86,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,InTrace
14,3,2,2,1,14,7,27,7,319,468,46,11,30,12,0,233,10,0,5,0,2,1,0,1,0,0,0,0,1,6,1,2,1,0,0.5,0,0.2,0.1,0,0.1,0,0,0,0,0.1,0.6,0.1,0.2,0.1,0,2,16,3,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,InTrace
20,2,1,1,1,11,3,11,3,319,468,73,1,37,7,0,401,10,5,2,1,1,0,0,1,0,0,0,0,1,7,2,0,3,0.5,0.2,0.1,0.1,0,0,0.1,0,0,0,0,0.1,0.7,0.2,0,0.2,73,1,37,7,0,401,10,5,2,1,1,0,0,1,0,0,0,0,1,7,2,0,3,0.5,0.2,0.1,0.1,0,0,0.1,0,0,0,0,0.1,0.7,0.2,0,0.2,InTrace
14,2,1,1,1,23,4,23,4,319,468,0,1,8,2,0,122,5,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,1,8,2,0,122,5,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,InTrace
20,4,3,3,1,13,14,15,15,319,468,19,8,68,47,0,930,14,2,1,3,1,0,0,1,0,0,0,0,0,4,2,0,2,0.143,0.071,0.214,0.071,0,0,0.071,0,0,0,0,0,0.286,0.143,0,0.143,75,7,80,22,0,1077,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,InTrace
21,4,1,1,0,12,7,12,7,319,468,27,3,26,12,0,252,18,1,5,2,2,0,2,0,0,0,0,0,4,4,1,1,2,0.056,0.278,0.111,0.111,0,0.111,0,0,0,0,0,0.222,0.222,0.056,0.056,0.056,27,3,26,12,0,252,18,1,5,2,2,0,2,0,0,0,0,0,4,4,1,1,2,0.056,0.278,0.111,0.111,0,0.111,0,0,0,0,0,0.222,0.222,0.056,0.056,0.056,InTrace
20,2,1,1,1,12,6,12,6,319,468,24,3,20,7,0,339,6,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1,2,0.167,0.167,0.167,0.167,0.167,0,0,0,0,0,0,0,0.333,0.333,0.167,0.333,24,3,20,7,0,339,6,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1,2,0.167,0.167,0.167,0.167,0.167,0,0,0,0,0,0,0,0.333,0.333,0.167,0.333,InTrace
14,2,1,1,1,19,7,19,7,319,468,32,18,31,9,0,176,22,1,8,1,3,1,1,1,0,0,0,0,3,7,1,3,3,0.045,0.364,0.045,0.136,0.045,0.045,0.045,0,0,0,0,0.136,0.318,0.045,0.136,0.045,32,18,31,9,0,176,22,1,8,1,3,1,1,1,0,0,0,0,3,7,1,3,3,0.045,0.364,0.045,0.136,0.045,0.045,0.045,0,0,0,0,0.136,0.318,0.045,0.136,0.045,InTrace
20,2,1,1,1,11,3,11,3,319,468,73,1,37,7,0,401,10,3,2,1,1,0,0,1,0,0,0,0,1,7,2,0,3,0.3,0.2,0.1,0.1,0,0,0.1,0,0,0,0,0.1,0.7,0.2,0,0.2,73,1,37,7,0,401,10,3,2,1,1,0,0,1,0,0,0,0,1,7,2,0,3,0.3,0.2,0.1,0.1,0,0,0.1,0,0,0,0,0.1,0.7,0.2,0,0.2,InTrace
20,6,2,5,0,19,14,9,24,319,468,21,8,7,3,1,167,68,4,14,7,5,3,0,2,0,0,0,0,10,8,3,8,82,0.059,0.206,0.103,0.074,0.044,0,0.029,0,0,0,0,0.147,0.118,0.044,0.118,0.044,31,4,32,17,0,396,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,InTrace
21,5,1,1,0,19,7,19,7,319,468,32,18,31,9,0,176,22,1,8,1,3,1,1,1,0,0,0,0,3,7,1,3,3,0.045,0.364,0.045,0.136,0.045,0.045,0.045,0,0,0,0,0.136,0.318,0.045,0.136,0.045,32,18,31,9,0,176,22,1,8,1,3,1,1,1,0,0,0,0,3,7,1,3,3,0.045,0.364,0.045,0.136,0.045,0.045,0.045,0,0,0,0,0.136,0.318,0.045,0.136,0.045,InTrace
20,4,1,3,1,20,13,20,7,319,468,113,44,140,16,0,594,84,3,1,12,2,0,0,2,0,0,0,0,2,7,11,1,13,0.036,0.012,0.143,0.024,0,0,0.024,0,0,0,0,0.024,0.083,0.131,0.012,0.131,113,44,140,16,0,594,9,1,2,2,0,0,0,0,0,0,0,0,0,3,2,0,3,0.111,0.222,0.222,0,0,0,0,0,0,0,0,0,0.333,0.222,0,0.222,InTrace
20,2,1,1,1,13,13,13,13,319,468,3,1,11,10,0,153,4,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0.5,3,1,11,10,0,153,4,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0.5,InTrace
20,3,1,1,1,29,6,29,6,319,468,0,1,12,2,0,41,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,12,2,0,41,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,InTrace
16,3,2,2,1,19,3,16,3,319,468,32,18,31,9,0,176,17,2,2,3,0,0,0,0,0,0,0,0,2,2,1,1,4,0.118,0.118,0.176,0,0,0,0,0,0,0,0,0.118,0.118,0.059,0.059,0.059,28,9,40,11,0,151,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,InTrace
20,2,1,1,1,31,6,31,6,319,468,0,1,14,6,1,41,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,14,6,1,41,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,InTrace
21,7,3,3,0,20,4,12,6,319,468,1,1,4,2,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,24,3,20,7,0,339,5,0,2,0,1,1,0,0,0,0,0,0,0,2,1,1,2,0,0.4,0,0.2,0.2,0,0,0,0,0,0,0,0.4,0.2,0.2,0.2,InTrace
13,4,1,1,1,10,3,10,3,319,468,6,1,6,2,0,99,6,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0.333,0.167,0,0.167,6,1,6,2,0,99,6,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0.333,0.167,0,0.167,InTrace
20,2,1,1,1,26,10,26,10,319,468,0,1,7,3,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,7,3,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,InTrace
20,2,1,1,1,16,9,16,9,319,468,0,1,2,1,1,48,4,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,1,2,1,1,48,4,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,InTrace
20,2,1,1,1,12,7,12,7,319,468,6,8,43,15,0,252,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,8,43,15,0,252,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,InTrace
21,5,1,1,0,15,6,15,6,319,468,38,10,41,9,0,243,3,1,1,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0.333,0.333,0,0.333,0,0.333,0,0,0,0,0,0,1.333,0,0,0,38,10,41,9,0,243,3,1,1,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0.333,0.333,0,0.333,0,0.333,0,0,0,0,0,0,1.333,0,0,0,InTrace
14,2,1,1,1,14,7,14,7,319,468,4,2,4,3,0,68,3,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0,0.333,0,0.333,0,0,0,0,0,0,0.333,0,0,0,4,2,4,3,0,68,3,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0,0.333,0,0.333,0,0,0,0,0,0,0.333,0,0,0,InTrace
20,2,1,1,1,31,7,31,7,319,468,0,0,7,2,0,43,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,7,2,0,43,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,InTrace
20,4,1,2,0,17,6,17,6,319,468,70,31,78,17,0,535,15,1,5,1,1,0,0,1,0,0,0,0,3,6,2,0,3,0.067,0.333,0.067,0.067,0,0,0.067,0,0,0,0,0.2,0.4,0.133,0,0.133,70,31,78,17,0,535,3,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0.667,0.333,0,0.333,InTrace
14,3,2,2,1,19,19,15,12,319,468,12,4,3,8,0,66,16,1,2,1,1,0,1,0,0,0,0,0,5,6,0,1,2,0.063,0.125,0.063,0.063,0,0.063,0,0,0,0,0,0.313,0.375,0,0.063,0,75,7,80,22,0,1077,6,1,2,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0.167,0.333,0,0.167,0,0,0.167,0,0,0,0,0,0.5,0.167,0,0.167,InTrace
20,5,1,3,0,17,8,17,6,319,468,70,31,78,17,0,535,10,1,2,1,1,0,0,1,0,0,0,0,2,4,2,0,3,0.1,0.2,0.1,0.1,0,0,0.1,0,0,0,0,0.2,0.4,0.2,0,0.2,70,31,78,17,0,535,9,1,1,2,0,0,0,0,0,0,0,0,0,3,3,0,3,0.111,0.111,0.222,0,0,0,0,0,0,0,0,0,0.333,0.333,0,0.333,InTrace
14,3,1,2,0,13,9,13,9,319,468,17,2,57,11,0,635,52,3,10,6,4,2,2,0,0,0,0,0,1,12,3,3,7,0.058,0.192,0.115,0.077,0.038,0.038,0,0,0,0,0,0.019,0.231,0.058,0.058,0.058,17,2,57,11,0,635,8,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0.25,0.25,0.125,0,0,0,0,0,0,0,0,0,0.25,0.125,0,0.125,InTrace
